sample_id,variety,region,quality_score,quality_category,ripeness_index,ripeness_category,sugar_content_brix,firmness_kgf,length_cm,weight_g,harvest_date,tree_age_years,altitude_m,rainfall_mm,soil_nitrogen_ppm
803,Cavendish,India,2.98,Good,3.12,Turning,21.61,4.18,28.19,126.19,2023-09-18,5.9,1479.5,1961.6,34.9
804,Cavendish,Honduras,2.26,Processing,2.78,Turning,21.72,4.93,13.8,218.71,2023-10-16,10.4,472.8,2984.0,138.4
805,Blue Java,Costa Rica,2.6,Good,3.1,Turning,18.65,1.67,26.43,144.31,2023-09-29,9.8,173.0,2373.3,116.4
806,Plantain,India,3.13,Good,5.65,Ripe,21.84,4.86,20.89,95.03,2023-10-29,16.4,160.5,2682.7,160.0
807,Fehi,Brazil,2.73,Good,4.97,Ripe,20.3,2.44,11.56,138.18,2023-10-03,15.3,1079.2,1829.7,150.4
808,Cavendish,Costa Rica,2.13,Processing,2.11,Turning,16.13,2.06,29.11,246.84,2023-10-27,9.7,1281.9,2535.7,128.8
809,Blue Java,Brazil,1.79,Processing,2.04,Turning,18.34,0.73,14.94,187.05,2023-10-12,8.0,385.4,1081.0,197.4
810,Burro,Philippines,2.47,Processing,1.59,Green,20.03,0.74,27.19,150.75,2023-09-09,7.7,31.4,1245.8,111.4
811,Red Dacca,Philippines,2.1,Processing,4.96,Ripe,16.73,3.61,13.38,108.31,2023-09-13,15.9,334.6,1406.1,31.5
812,Red Dacca,Ecuador,3.34,Good,5.59,Ripe,19.48,2.56,27.08,247.65,2023-10-25,2.9,84.8,1803.9,167.4
813,Cavendish,Guatemala,2.01,Processing,2.59,Turning,19.67,1.52,10.26,219.54,2023-10-14,2.2,155.1,2691.5,57.9
814,Plantain,Costa Rica,1.55,Processing,1.13,Green,16.14,3.26,20.24,127.85,2023-10-31,16.3,647.3,1692.5,157.7
815,Plantain,Brazil,2.29,Processing,1.49,Green,18.96,1.64,25.39,91.91,2023-09-21,10.6,344.9,2309.2,191.9
816,Burro,India,3.75,Premium,6.81,Overripe,20.4,3.1,28.7,89.63,2023-10-19,4.4,773.9,2418.6,142.4
817,Cavendish,Philippines,2.62,Good,2.77,Turning,18.49,2.12,28.18,100.46,2023-10-30,6.2,380.2,2172.4,123.2
818,Red Dacca,Guatemala,2.42,Processing,5.62,Ripe,15.08,4.21,26.39,178.73,2023-09-25,18.8,1410.8,1714.5,97.5
819,Plantain,Philippines,2.3,Processing,4.75,Ripe,15.06,4.19,27.76,237.89,2023-10-01,17.5,1358.9,2154.1,79.2
820,Cavendish,India,2.02,Processing,3.29,Turning,17.5,2.65,13.98,164.45,2023-10-03,14.8,850.2,1684.5,77.1
821,Manzano,Guatemala,2.43,Processing,2.23,Turning,21.48,2.08,15.68,223.3,2023-10-06,10.7,531.6,1167.7,130.9
822,Plantain,Guatemala,1.61,Processing,1.73,Green,16.6,2.13,15.78,155.8,2023-10-06,11.4,571.7,2985.6,152.7
823,Blue Java,Brazil,2.62,Good,4.69,Ripe,19.44,4.13,17.54,200.46,2023-09-04,19.6,617.8,1254.4,138.9
824,Manzano,Brazil,2.45,Processing,5.65,Ripe,16.55,1.98,17.87,204.42,2023-09-20,19.4,1091.4,1144.7,47.7
825,Fehi,Costa Rica,2.48,Processing,4.86,Ripe,17.25,1.44,20.89,109.57,2023-09-01,5.9,677.5,2757.1,103.9
826,Plantain,Costa Rica,2.59,Good,4.18,Ripe,20.94,0.88,13.2,141.41,2023-09-29,16.6,1285.1,1603.7,160.4
827,Red Dacca,Colombia,2.44,Processing,1.25,Green,20.1,2.6,23.82,188.34,2023-09-04,5.6,1416.1,2300.6,100.4
828,Lady Finger,Honduras,2.39,Processing,6.81,Overripe,15.67,2.67,13.35,92.02,2023-09-02,5.8,503.9,1658.0,112.0
829,Manzano,Colombia,2.53,Good,5.79,Ripe,18.0,4.28,16.21,141.46,2023-10-27,14.2,841.0,1782.9,156.5
830,Fehi,Ecuador,1.69,Processing,2.76,Turning,15.2,1.5,20.07,170.92,2023-09-08,9.3,142.6,1524.2,135.6
831,Burro,Philippines,3.35,Good,6.88,Overripe,18.37,2.21,25.93,249.36,2023-09-02,18.8,300.7,1686.1,87.8
832,Burro,Costa Rica,2.92,Good,4.61,Ripe,19.64,4.14,24.79,160.67,2023-10-07,3.6,620.2,1821.4,180.1
833,Red Dacca,Brazil,2.18,Processing,4.49,Ripe,15.83,4.21,22.91,218.73,2023-09-02,11.2,309.3,2440.8,40.9
834,Plantain,India,2.33,Processing,5.49,Ripe,17.02,2.23,13.12,153.45,2023-09-10,18.5,1314.8,2023.1,199.1
835,Cavendish,Brazil,2.87,Good,5.87,Ripe,17.78,2.57,20.94,215.39,2023-09-01,18.3,237.4,2887.1,32.6
836,Plantain,Philippines,2.79,Good,4.94,Ripe,21.44,1.86,11.75,181.22,2023-10-04,4.8,683.5,1083.8,12.8
837,Red Dacca,Colombia,2.24,Processing,1.77,Green,21.95,4.7,17.55,230.72,2023-09-24,8.6,908.5,2006.1,179.1
838,Burro,Brazil,1.64,Processing,3.03,Turning,15.31,1.03,18.27,149.86,2023-10-18,13.1,1037.8,2168.4,56.5
839,Plantain,Honduras,2.81,Good,6.57,Overripe,20.33,4.7,10.8,182.73,2023-10-22,4.9,574.6,2840.4,148.6
840,Burro,Ecuador,1.81,Processing,2.35,Turning,17.6,3.58,15.48,187.1,2023-09-25,19.4,1303.6,1098.3,164.1
841,Manzano,Philippines,2.63,Good,3.23,Turning,17.75,2.89,29.11,150.96,2023-09-10,18.5,852.5,2147.0,173.2
842,Fehi,Colombia,2.98,Good,3.59,Turning,20.28,0.65,29.07,104.53,2023-09-12,5.0,659.3,2707.3,198.4
843,Cavendish,Honduras,2.8,Good,3.64,Turning,21.43,2.64,17.05,95.91,2023-10-25,4.2,100.9,1483.9,65.9
844,Manzano,India,2.75,Good,4.68,Ripe,21.66,2.33,10.86,82.83,2023-09-08,3.5,697.0,2752.6,144.9
845,Burro,Colombia,2.82,Good,6.66,Overripe,19.04,1.23,13.58,228.5,2023-10-12,18.4,1231.1,1038.1,31.9
846,Burro,Guatemala,1.92,Processing,2.44,Turning,17.5,3.45,17.84,120.2,2023-09-02,5.5,921.8,2464.9,87.3
847,Lady Finger,Honduras,2.59,Good,1.73,Green,20.51,4.87,28.96,115.96,2023-10-29,9.5,1248.2,2866.2,171.1
848,Lady Finger,Honduras,1.59,Processing,2.18,Turning,16.76,3.03,12.82,205.13,2023-10-31,10.1,741.0,2314.4,79.9
849,Manzano,Ecuador,3.21,Good,6.32,Overripe,18.95,3.72,25.27,134.4,2023-09-27,12.8,177.7,1878.1,122.3
850,Blue Java,Philippines,2.11,Processing,4.87,Ripe,17.51,0.81,12.17,166.03,2023-09-11,3.3,20.5,1089.8,105.7
851,Manzano,India,2.88,Good,2.72,Turning,19.6,2.38,29.63,107.63,2023-10-28,6.1,454.8,2840.2,132.7
852,Lady Finger,Ecuador,2.42,Processing,5.9,Ripe,16.68,1.02,17.63,243.16,2023-09-30,18.8,1047.0,1940.6,194.8
853,Burro,Colombia,2.8,Good,6.17,Overripe,16.34,3.26,25.5,224.77,2023-10-02,18.4,1185.4,1058.0,20.6
854,Red Dacca,Ecuador,3.07,Good,6.08,Overripe,21.43,4.72,16.85,226.84,2023-10-18,16.1,443.6,2379.6,119.1
855,Manzano,Honduras,2.62,Good,6.51,Overripe,15.71,3.48,22.55,149.15,2023-09-12,2.3,743.5,1963.7,174.0
856,Burro,Philippines,1.88,Processing,2.51,Turning,18.54,0.85,13.84,209.6,2023-10-12,7.9,631.7,1248.7,101.5
857,Red Dacca,Costa Rica,2.24,Processing,5.53,Ripe,16.55,2.1,12.92,104.46,2023-09-26,13.3,615.8,1428.5,24.9
858,Red Dacca,Ecuador,2.3,Processing,3.76,Turning,15.27,2.98,28.76,81.47,2023-09-20,7.0,347.0,1129.0,116.5
859,Lady Finger,Guatemala,2.77,Good,6.05,Overripe,15.25,2.31,28.35,83.4,2023-09-29,18.4,204.6,2148.6,73.1
860,Manzano,Ecuador,2.61,Good,5.37,Ripe,16.23,4.25,27.75,179.72,2023-09-27,13.4,295.0,2244.1,39.4
861,Plantain,Colombia,3.27,Good,5.66,Ripe,21.07,4.17,22.51,157.42,2023-10-02,3.3,83.0,2011.5,171.3
862,Cavendish,Colombia,2.69,Good,4.94,Ripe,16.98,3.25,26.17,168.06,2023-10-07,18.4,297.2,2634.2,109.1
863,Lady Finger,India,2.24,Processing,2.06,Turning,21.65,2.18,11.38,81.27,2023-09-27,19.2,13.8,2722.0,187.3
864,Lady Finger,Colombia,2.52,Good,4.27,Ripe,19.07,1.65,16.7,151.86,2023-09-27,3.4,940.9,2231.2,163.1
865,Plantain,Brazil,2.79,Good,6.91,Overripe,18.06,0.98,16.27,202.07,2023-10-18,11.6,474.6,1025.5,141.7
866,Cavendish,Philippines,3.27,Good,6.62,Overripe,19.06,2.1,22.71,155.26,2023-10-11,7.5,1459.7,2390.5,11.0
867,Burro,Philippines,1.93,Processing,1.26,Green,18.62,2.36,17.12,204.48,2023-09-26,9.1,290.6,1836.0,91.3
868,Blue Java,Costa Rica,2.1,Processing,1.99,Green,20.31,3.54,12.97,119.61,2023-09-24,5.2,518.7,2131.1,47.5
869,Manzano,Costa Rica,1.87,Processing,1.79,Green,16.98,3.46,21.93,218.23,2023-09-05,12.4,536.8,2298.2,183.1
870,Blue Java,Philippines,2.77,Good,5.36,Ripe,17.47,0.82,26.29,180.03,2023-09-12,19.2,12.7,1700.5,43.2
871,Burro,Guatemala,3.27,Good,5.91,Ripe,21.26,2.28,17.64,115.83,2023-10-09,11.1,1258.8,2834.2,64.4
872,Fehi,Costa Rica,2.24,Processing,2.28,Turning,21.63,1.32,12.65,120.24,2023-10-12,3.5,48.0,1267.9,108.2
873,Lady Finger,India,2.64,Good,4.04,Ripe,21.25,1.21,13.93,186.77,2023-10-16,13.2,1410.3,2343.0,60.0
874,Cavendish,Colombia,2.52,Good,6.04,Overripe,17.94,4.22,14.75,221.09,2023-09-16,8.1,1338.1,1008.7,49.9
875,Lady Finger,Philippines,2.85,Good,5.4,Ripe,20.46,0.69,16.0,150.66,2023-09-17,17.4,803.3,2849.3,123.8
876,Red Dacca,Honduras,2.71,Good,4.25,Ripe,18.33,2.39,22.86,123.91,2023-09-30,9.8,815.4,1225.0,26.9
877,Lady Finger,Costa Rica,2.64,Good,4.54,Ripe,18.48,1.26,22.02,227.39,2023-09-04,5.5,980.7,1189.8,21.1
878,Lady Finger,Philippines,2.21,Processing,4.05,Ripe,16.43,4.46,23.92,193.78,2023-10-17,5.4,580.6,1666.0,80.7
879,Burro,Brazil,2.29,Processing,2.79,Turning,19.14,3.01,17.25,156.17,2023-10-17,15.8,970.8,1747.1,146.9
880,Burro,Ecuador,2.46,Processing,4.39,Ripe,16.3,1.54,26.48,162.94,2023-10-23,6.8,67.2,1428.6,115.4
881,Burro,Colombia,2.35,Processing,5.13,Ripe,17.32,2.76,14.08,114.72,2023-10-03,15.8,81.1,2170.2,90.3
882,Blue Java,Philippines,3.29,Good,6.24,Overripe,20.99,3.79,19.38,186.56,2023-09-13,5.7,685.8,1885.8,117.5
883,Red Dacca,Ecuador,2.42,Processing,4.82,Ripe,16.45,4.81,26.02,140.99,2023-10-25,7.8,824.4,1068.4,79.4
884,Fehi,Costa Rica,2.04,Processing,5.57,Ripe,15.5,1.49,13.6,249.26,2023-09-19,10.4,1331.7,1639.3,187.9
885,Fehi,Ecuador,1.16,Unripe,1.96,Green,15.48,4.49,12.2,161.63,2023-09-14,19.0,157.0,2620.9,20.4
886,Burro,Colombia,3.04,Good,3.77,Turning,21.59,4.7,27.67,162.6,2023-10-26,18.8,1234.0,2379.4,137.9
887,Cavendish,Philippines,1.67,Processing,1.06,Green,18.55,4.62,16.86,176.19,2023-09-09,5.7,315.1,2449.7,179.3
888,Blue Java,Brazil,2.24,Processing,2.48,Turning,17.87,3.36,23.68,235.85,2023-09-04,8.4,591.1,2396.2,162.7
889,Plantain,Guatemala,2.76,Good,5.36,Ripe,20.68,3.33,10.51,216.14,2023-10-09,4.7,474.9,1621.9,45.0
890,Cavendish,Costa Rica,3.7,Premium,6.95,Overripe,20.85,2.31,23.8,156.69,2023-09-22,11.2,600.2,1199.3,66.2
891,Manzano,Philippines,1.62,Processing,1.6,Green,17.33,3.89,16.32,202.18,2023-10-19,10.3,225.7,1544.9,146.2
892,Manzano,Colombia,2.3,Processing,3.41,Turning,19.86,2.89,11.11,179.66,2023-10-04,18.2,755.4,2663.6,26.0
893,Cavendish,Costa Rica,3.24,Good,5.8,Ripe,20.4,3.55,22.2,163.7,2023-10-27,18.7,1202.5,2960.9,164.3
894,Burro,India,2.19,Processing,2.22,Turning,19.58,2.43,14.82,112.69,2023-10-15,8.9,662.3,1987.7,146.6
895,Plantain,Ecuador,2.02,Processing,4.33,Ripe,16.06,3.79,17.74,158.87,2023-10-12,10.9,735.9,1019.4,148.6
896,Plantain,Guatemala,2.77,Good,5.4,Ripe,21.13,4.21,11.61,121.79,2023-10-18,18.1,1273.2,1280.1,29.0
897,Blue Java,Colombia,2.35,Processing,4.7,Ripe,18.77,1.16,12.94,235.52,2023-09-23,16.5,1059.1,1644.2,146.4
898,Plantain,India,1.62,Processing,2.13,Turning,16.98,4.25,15.96,137.02,2023-09-04,2.1,735.7,2157.2,139.2
899,Manzano,Honduras,1.95,Processing,3.13,Turning,17.98,2.93,11.8,241.88,2023-10-26,7.8,386.5,1150.2,167.9
900,Red Dacca,Philippines,2.53,Good,5.7,Ripe,15.26,4.3,28.22,170.62,2023-09-01,9.6,1327.4,2886.7,17.9
901,Burro,Brazil,1.81,Processing,4.33,Ripe,15.9,2.44,10.12,187.36,2023-09-20,6.1,865.5,1730.2,14.4
902,Plantain,Costa Rica,2.26,Processing,1.03,Green,20.36,2.21,19.68,172.3,2023-10-04,5.6,331.7,2825.2,80.9
903,Blue Java,Ecuador,1.8,Processing,5.57,Ripe,15.0,4.62,12.46,101.99,2023-10-27,2.7,403.7,2561.0,38.3
904,Manzano,Costa Rica,1.69,Processing,1.21,Green,17.92,1.63,16.15,143.89,2023-10-02,13.6,1204.7,2510.9,116.1
905,Red Dacca,Guatemala,3.06,Good,5.47,Ripe,18.66,4.3,28.52,96.85,2023-09-17,6.7,66.2,2213.4,184.3
906,Lady Finger,Philippines,1.42,Unripe,2.21,Turning,15.38,2.68,13.23,185.9,2023-09-24,2.9,1488.1,2253.6,84.4
907,Lady Finger,Costa Rica,3.89,Premium,6.75,Overripe,21.81,2.81,29.32,155.97,2023-09-11,6.2,195.5,2276.0,170.5
908,Red Dacca,Ecuador,1.81,Processing,3.21,Turning,16.58,1.89,14.12,212.26,2023-09-14,16.4,1194.1,2257.4,10.0
909,Manzano,Philippines,2.28,Processing,2.96,Turning,17.13,3.08,24.83,117.48,2023-09-25,17.3,592.2,2107.5,42.0
910,Blue Java,Costa Rica,1.92,Processing,1.89,Green,17.13,1.96,20.93,107.98,2023-09-06,10.7,738.3,2972.8,15.8
911,Red Dacca,Brazil,2.16,Processing,2.83,Turning,16.61,0.68,27.69,149.08,2023-10-12,9.5,1321.0,2464.6,72.3
912,Burro,Colombia,2.42,Processing,6.26,Overripe,15.01,1.72,21.08,237.52,2023-09-30,19.6,619.4,2553.9,182.6
913,Burro,Philippines,3.28,Good,6.98,Overripe,20.11,0.53,20.69,200.77,2023-10-23,5.6,806.2,2744.9,28.4
914,Lady Finger,Colombia,2.36,Processing,3.21,Turning,21.77,4.9,13.91,151.22,2023-10-18,5.9,73.9,1431.3,125.2
915,Plantain,Honduras,1.7,Processing,3.69,Turning,16.57,4.85,13.32,167.94,2023-09-27,7.3,3.5,1167.6,95.8
916,Blue Java,Philippines,3.35,Good,5.33,Ripe,19.64,2.28,28.33,94.32,2023-09-19,5.1,367.2,1965.8,188.3
917,Lady Finger,Brazil,3.06,Good,6.32,Overripe,20.19,3.78,16.56,247.38,2023-09-10,8.8,1020.9,2028.2,33.3
918,Plantain,Colombia,2.96,Good,4.56,Ripe,20.94,2.06,17.44,193.29,2023-10-29,18.4,181.9,2658.4,50.3
919,Plantain,India,2.47,Processing,3.35,Turning,17.96,3.52,25.2,128.52,2023-10-08,13.1,170.6,1887.6,15.6
920,Fehi,Ecuador,1.96,Processing,3.48,Turning,17.12,4.12,16.78,179.59,2023-09-27,9.4,616.4,2141.7,92.4
921,Burro,India,2.75,Good,5.17,Ripe,17.28,4.76,29.04,98.61,2023-10-19,18.8,971.8,2054.1,62.8
922,Manzano,Costa Rica,2.41,Processing,1.02,Green,19.99,2.3,24.76,244.19,2023-10-18,2.9,1068.1,1076.4,175.3
923,Cavendish,Brazil,3.02,Good,4.72,Ripe,20.72,4.02,21.95,109.71,2023-10-09,5.8,267.7,2230.4,124.9
924,Manzano,India,2.26,Processing,3.13,Turning,16.27,1.7,27.62,190.17,2023-10-11,12.2,119.4,2656.1,126.7
925,Cavendish,Philippines,2.18,Processing,5.77,Ripe,17.6,4.96,10.99,121.73,2023-10-15,13.1,1410.6,1315.0,111.1
926,Red Dacca,Costa Rica,2.13,Processing,1.56,Green,21.31,0.62,15.14,201.99,2023-09-05,2.7,391.0,2188.7,27.5
927,Burro,Costa Rica,2.95,Good,4.53,Ripe,20.65,3.22,19.3,212.06,2023-10-14,9.3,1280.0,2187.2,94.6
928,Plantain,India,2.66,Good,3.89,Turning,21.89,3.47,14.54,194.48,2023-10-17,13.7,1295.2,1328.4,199.9
929,Blue Java,Honduras,3.14,Good,4.85,Ripe,20.28,3.6,24.88,184.46,2023-10-06,14.6,1158.8,1246.9,168.7
930,Cavendish,India,2.13,Processing,1.39,Green,17.75,1.04,28.38,231.72,2023-09-25,13.5,253.3,2960.1,179.8
931,Manzano,Honduras,2.5,Processing,4.48,Ripe,19.13,4.72,18.48,93.37,2023-09-09,7.8,1232.7,1787.4,166.4
932,Plantain,Brazil,2.6,Good,4.37,Ripe,19.63,1.32,16.84,136.26,2023-09-02,3.7,1153.9,1454.8,29.6
933,Cavendish,Ecuador,2.45,Processing,4.36,Ripe,15.55,3.3,29.23,122.21,2023-10-30,9.7,895.1,1342.6,53.2
934,Cavendish,India,2.62,Good,4.62,Ripe,18.81,1.5,18.9,247.96,2023-09-05,4.3,505.8,2335.2,10.6
935,Fehi,Guatemala,2.97,Good,5.06,Ripe,19.97,1.88,19.78,146.2,2023-09-20,19.1,393.8,2218.9,67.7
936,Cavendish,Honduras,2.4,Processing,5.83,Ripe,16.17,2.96,17.03,204.54,2023-10-21,10.6,182.8,2287.1,30.6
937,Blue Java,India,2.95,Good,2.62,Turning,20.46,2.38,28.19,196.4,2023-09-25,7.7,764.6,1176.0,99.8
938,Burro,Colombia,3.0,Good,5.95,Ripe,19.09,1.22,21.38,116.05,2023-09-05,15.8,877.9,2787.1,138.7
939,Blue Java,Philippines,3.08,Good,3.99,Turning,21.67,1.27,25.24,120.63,2023-10-09,11.0,539.0,1778.5,176.2
940,Lady Finger,Guatemala,1.78,Processing,1.46,Green,15.3,2.38,26.24,127.82,2023-10-26,7.6,713.0,1626.7,152.4
941,Plantain,Guatemala,1.51,Processing,1.35,Green,16.86,3.91,16.84,149.89,2023-09-29,16.6,545.3,1924.7,188.3
942,Burro,Honduras,2.25,Processing,3.01,Turning,19.21,4.54,18.67,119.84,2023-10-23,17.6,961.5,1780.1,20.2
943,Fehi,Colombia,2.81,Good,5.71,Ripe,17.08,0.88,26.97,83.34,2023-10-13,14.1,1351.9,2727.2,12.3
944,Burro,Colombia,2.95,Good,5.25,Ripe,20.0,2.27,17.27,229.5,2023-09-17,2.8,245.9,2858.5,135.7
945,Burro,Costa Rica,3.31,Good,5.73,Ripe,20.31,0.95,25.88,244.15,2023-10-06,12.2,572.1,1606.9,65.0
946,Manzano,Honduras,2.3,Processing,4.1,Ripe,15.72,0.57,28.82,138.07,2023-10-16,15.7,211.3,2727.9,58.2
947,Burro,Ecuador,2.53,Good,3.64,Turning,18.6,3.48,22.46,137.55,2023-09-24,4.5,937.4,2563.0,72.9
948,Fehi,Philippines,2.29,Processing,1.88,Green,18.56,3.21,24.83,81.21,2023-09-08,6.1,1093.3,2861.6,61.3
949,Blue Java,Brazil,2.34,Processing,2.97,Turning,17.58,1.23,26.1,195.64,2023-09-19,17.9,1397.9,1491.5,107.2
950,Burro,Guatemala,3.1,Good,3.6,Turning,21.53,1.55,26.9,220.32,2023-10-20,2.4,418.3,2153.9,93.6
951,Red Dacca,Brazil,2.2,Processing,1.53,Green,20.79,0.61,17.9,104.92,2023-10-16,15.5,1425.3,1549.1,107.4
952,Plantain,India,1.94,Processing,2.32,Turning,19.88,4.26,11.03,107.14,2023-09-12,10.5,94.9,2648.2,137.8
953,Burro,India,2.63,Good,4.59,Ripe,20.0,4.89,18.04,214.31,2023-10-21,10.0,904.5,1010.6,83.6
954,Plantain,Brazil,2.82,Good,5.41,Ripe,18.23,1.11,23.48,184.77,2023-10-25,2.1,85.7,2129.6,57.7
955,Red Dacca,India,3.46,Good,6.99,Overripe,21.45,1.54,19.01,87.63,2023-09-22,16.7,1340.7,1678.4,41.6
956,Red Dacca,Ecuador,3.34,Good,6.6,Overripe,19.86,4.41,24.98,185.83,2023-10-22,8.5,794.7,1645.4,76.4
957,Plantain,Colombia,2.69,Good,4.86,Ripe,20.1,4.67,17.14,132.52,2023-10-08,11.7,1004.0,2289.8,150.9
958,Cavendish,India,3.0,Good,3.53,Turning,21.03,2.39,22.69,142.68,2023-10-18,14.2,1247.4,2703.0,153.8
959,Lady Finger,Costa Rica,2.06,Processing,4.82,Ripe,16.92,0.73,13.73,210.85,2023-09-09,14.6,225.5,2218.4,136.7
960,Manzano,India,3.3,Good,5.71,Ripe,20.65,0.68,24.99,217.86,2023-10-27,19.2,57.9,2706.3,54.5
961,Cavendish,Philippines,1.75,Processing,1.71,Green,16.37,3.08,20.91,148.06,2023-09-25,11.6,1318.3,1529.2,121.7
962,Cavendish,Ecuador,2.04,Processing,3.46,Turning,17.42,2.27,14.08,241.02,2023-10-07,9.2,472.4,2039.0,118.4
963,Blue Java,Philippines,2.45,Processing,6.04,Overripe,17.35,0.63,15.84,149.1,2023-09-20,19.2,193.5,1901.1,102.0
964,Manzano,Philippines,3.0,Good,3.3,Turning,21.85,3.12,24.97,211.21,2023-09-21,13.6,702.7,1023.3,114.5
965,Manzano,Costa Rica,2.88,Good,4.43,Ripe,21.0,0.55,19.65,162.26,2023-09-27,7.4,897.5,2113.6,103.4
966,Cavendish,Ecuador,2.54,Good,4.53,Ripe,19.91,4.04,14.32,232.58,2023-10-01,4.3,46.5,2323.0,117.4
967,Burro,Ecuador,2.78,Good,2.11,Turning,20.09,1.88,29.35,234.32,2023-09-23,17.2,412.3,2183.8,145.9
968,Blue Java,Honduras,2.48,Processing,3.17,Turning,18.93,0.68,24.3,94.86,2023-09-23,8.5,49.2,2472.6,30.8
969,Blue Java,Ecuador,3.1,Good,3.01,Turning,21.63,3.15,29.14,239.2,2023-09-04,13.9,630.5,2142.7,152.4
970,Red Dacca,Ecuador,1.93,Processing,1.16,Green,18.47,2.29,18.54,220.34,2023-10-22,10.5,1342.7,1133.5,35.8
971,Fehi,Ecuador,1.62,Processing,1.15,Green,17.66,4.88,19.5,214.52,2023-09-22,5.6,1474.0,1232.9,22.7
972,Manzano,Costa Rica,2.86,Good,5.99,Ripe,16.14,2.95,27.96,114.15,2023-10-20,12.8,955.6,2192.9,195.5
973,Cavendish,India,2.59,Good,2.64,Turning,20.5,1.74,20.5,216.87,2023-09-30,3.1,242.5,1550.0,191.8
974,Red Dacca,Honduras,2.93,Good,4.11,Ripe,20.14,3.69,24.15,224.52,2023-10-23,9.4,1358.8,1159.3,21.5
975,Plantain,Philippines,1.93,Processing,2.79,Turning,17.69,1.72,15.04,129.16,2023-10-29,11.8,774.4,1859.2,94.2
976,Lady Finger,Ecuador,2.31,Processing,6.64,Overripe,15.18,4.57,18.93,241.88,2023-09-25,9.8,230.6,2108.6,45.4
977,Fehi,Guatemala,2.36,Processing,2.56,Turning,20.87,2.19,12.47,88.48,2023-09-26,15.5,1382.6,1657.5,102.2
978,Fehi,India,1.65,Processing,3.58,Turning,15.08,2.97,14.12,105.48,2023-10-15,16.9,1136.2,2440.9,167.7
979,Fehi,India,2.69,Good,6.24,Overripe,19.93,0.73,10.02,171.39,2023-09-02,15.9,1097.6,2287.5,190.6
980,Blue Java,Philippines,3.03,Good,6.05,Overripe,21.79,2.42,10.79,177.88,2023-09-03,2.7,1063.8,1665.6,130.5
981,Plantain,Costa Rica,2.34,Processing,2.12,Turning,18.06,4.25,29.55,189.68,2023-09-14,5.5,300.5,2509.7,77.2
982,Fehi,Brazil,2.27,Processing,5.82,Ripe,16.64,4.13,14.85,82.88,2023-10-07,11.7,316.5,2297.4,124.6
983,Plantain,Brazil,2.8,Good,3.75,Turning,19.93,1.51,23.27,243.26,2023-10-22,18.8,1032.4,2274.9,69.3
984,Burro,India,3.11,Good,3.9,Turning,20.72,1.52,26.78,87.58,2023-10-18,17.0,329.6,2106.9,182.9
985,Fehi,Colombia,2.07,Processing,1.8,Green,18.83,4.18,21.01,104.32,2023-10-12,17.2,658.0,1022.8,175.4
986,Lady Finger,Colombia,2.0,Processing,1.48,Green,21.77,4.69,13.06,82.38,2023-09-14,7.5,1173.0,2393.0,116.1
987,Plantain,Philippines,2.36,Processing,5.37,Ripe,15.36,0.93,24.56,176.37,2023-09-22,9.7,1175.9,1752.1,71.7
988,Plantain,Brazil,2.66,Good,3.98,Turning,18.53,2.53,22.01,238.49,2023-10-29,10.5,679.9,2885.2,65.7
989,Lady Finger,India,2.9,Good,3.62,Turning,20.03,2.02,24.63,193.21,2023-10-10,4.8,1188.3,2636.0,16.3
990,Fehi,Costa Rica,3.3,Good,5.38,Ripe,21.04,4.42,25.39,219.85,2023-09-03,2.6,1257.9,2175.4,165.0
991,Lady Finger,Brazil,2.74,Good,5.59,Ripe,16.25,0.88,29.51,82.26,2023-10-30,19.0,982.2,1504.4,95.6
992,Plantain,India,2.48,Processing,1.95,Green,20.6,1.45,21.47,172.14,2023-09-09,6.3,342.6,1407.4,71.8
993,Lady Finger,India,2.51,Good,4.66,Ripe,18.87,3.89,16.83,158.13,2023-10-30,6.3,411.0,1680.8,99.5
994,Plantain,Ecuador,1.97,Processing,1.81,Green,17.78,0.73,22.97,164.82,2023-10-15,3.5,472.3,1953.1,165.6
995,Plantain,Costa Rica,2.09,Processing,5.51,Ripe,15.92,2.72,11.37,92.28,2023-10-22,18.7,175.2,1592.1,33.7
996,Burro,Ecuador,3.5,Good,4.94,Ripe,21.06,2.49,27.95,196.35,2023-10-04,12.4,409.7,2029.9,173.0
997,Cavendish,Philippines,2.38,Processing,6.74,Overripe,16.1,2.0,12.39,165.55,2023-09-23,14.0,314.3,1330.7,180.5
998,Plantain,Ecuador,1.68,Processing,1.41,Green,17.17,2.28,16.56,210.08,2023-10-19,18.4,683.0,2955.4,189.9
999,Fehi,Guatemala,2.02,Processing,1.34,Green,17.03,2.88,26.31,162.5,2023-09-22,8.2,1362.7,1215.8,85.5
1000,Red Dacca,Ecuador,2.69,Good,2.69,Turning,21.1,1.23,21.95,105.39,2023-09-29,13.2,156.7,2863.9,51.3
